Sending,Receiving,Gender,Cycle,Domain,Session
PL,ES,F,1,8,3
PL,ES,M,2,5,3
PL,ES,M,2,5,3
PL,ES,M,2,5,3
PL,PT,M,1,3,2
PL,PT,M,1,3,2
PL,TR,M,1,2,1
PL,PT,F,1,5,3
PL,PT,F,1,2,3
PL,PT,M,1,5,3
PL,HR,F,1,8,3
PL,HR,F,1,8,3
PL,ES,F,1,2,1
PL,ES,F,1,2,1
PL,ES,F,1,2,1
PL,ES,M,1,2,1
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,M,1,2,3
PL,DE,M,1,5,3
PL,DE,M,1,5,3
PL,ES,F,1,5,3
PL,ES,F,1,5,3
PL,ES,F,1,5,3
PL,FR,M,1,5,3
PL,FR,M,1,5,3
PL,FR,M,1,5,3
PL,NL,M,1,4,2
PL,DE,F,1,5,1
PL,CZ,M,1,5,3
PL,SK,F,1,1,1
PL,SK,M,1,1,1
PL,SK,F,1,1,1
PL,SK,F,1,7,3
PL,SK,M,1,7,3
PL,SK,F,1,7,3
PL,SK,F,1,7,3
PL,SK,F,1,7,3
PL,SK,M,1,7,3
PL,EE,F,1,3,2
PL,ES,F,2,2,1
PL,ES,F,2,2,1
PL,ES,F,2,2,1
PL,SK,F,1,2,1
PL,PT,F,1,2,3
PL,PT,F,1,2,3
PL,PT,F,2,2,3
PL,IT,F,1,2,2
PL,IT,M,1,2,2
PL,ES,M,1,2,1
PL,ES,F,1,3,1
PL,FI,F,1,2,3
PL,FI,F,1,2,3
PL,FI,M,1,2,3
PL,SE,F,1,2,3
PL,SE,M,1,2,3
PL,FR,F,1,2,3
PL,SK,F,1,2,3
PL,SK,F,1,2,3
PL,SK,M,1,2,3
PL,SK,M,1,2,3
PL,SK,F,1,2,3
PL,ES,M,1,2,3
PL,TR,F,1,2,3
PL,ES,F,1,8,3
PL,DE,F,1,2,3
PL,RO,M,1,5,1
PL,RO,M,1,5,1
PL,RO,F,1,5,1
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,SK,M,1,1,3
PL,ES,F,1,2,3
PL,FR,F,2,3,1
PL,IT,F,2,3,3
PL,NL,F,1,3,2
PL,FR,F,2,3,2
PL,BE,M,2,3,1
PL,DE,M,1,3,1
PL,BE,F,2,3,3
PL,FR,F,2,8,2
PL,PT,F,2,3,3
PL,ES,F,1,3,2
PL,GB,F,1,4,3
PL,HR,F,2,3,3
PL,HR,F,1,8,1
PL,CH,F,1,3,2
PL,ES,F,2,3,3
PL,ES,F,2,3,3
PL,DE,F,1,3,1
PL,FR,F,2,3,3
PL,ES,F,2,8,3
PL,FR,F,2,3,1
PL,DE,M,1,3,1
PL,SK,F,1,8,1
PL,DE,M,2,3,3
PL,AT,F,1,3,1
PL,FR,F,1,3,2
PL,AT,F,2,3,3
PL,FR,F,1,3,2
PL,CZ,M,1,5,2
PL,PT,F,1,3,2
PL,FR,F,2,8,2
PL,ES,F,1,3,3
PL,PT,F,1,8,2
PL,SE,F,1,3,3
PL,NL,F,1,3,2
PL,FI,F,2,3,3
PL,PT,F,2,4,3
PL,DE,F,2,3,3
PL,HU,M,2,3,3
PL,ES,F,1,3,3
PL,GB,M,2,3,2
PL,HU,F,2,3,3
PL,GR,F,2,3,3
PL,ES,F,1,8,2
PL,IT,F,2,3,3
PL,PT,F,1,3,1
PL,ES,F,2,3,2
PL,ES,M,2,3,3
PL,DE,F,1,3,1
PL,HU,F,2,4,3
PL,CZ,F,2,8,2
PL,NO,F,2,3,2
PL,FR,F,1,3,1
PL,GR,M,2,3,3
PL,FR,M,2,3,3
PL,FR,F,2,3,3
PL,PT,F,2,8,3
PL,GB,F,1,4,1
PL,SE,F,1,3,2
PL,SE,F,2,5,3
PL,IT,F,2,3,3
PL,BG,M,2,3,3
PL,FR,F,2,3,3
PL,DE,F,1,3,1
PL,DE,F,2,3,3
PL,IE,F,1,3,2
PL,FR,F,1,8,2
PL,NL,M,1,3,1
PL,CH,M,1,8,3
PL,ES,F,1,5,2
PL,AT,M,2,3,2
PL,GR,M,1,3,3
PL,HR,F,1,8,1
PL,CH,M,2,5,3
PL,CZ,F,2,3,3
PL,FR,F,1,3,3
PL,FR,F,1,3,3
PL,DE,F,2,3,3
PL,SE,F,2,3,2
PL,AT,M,2,3,3
PL,SK,F,2,3,3
PL,DE,F,2,3,3
PL,BE,F,1,5,3
PL,DE,M,1,3,3
PL,IT,M,2,5,2
PL,AT,F,2,3,2
PL,NO,M,1,3,2
PL,IT,M,1,4,3
PL,FR,F,1,3,3
PL,DE,F,2,3,3
PL,IT,F,2,3,3
PL,PT,M,2,3,3
PL,LV,M,2,3,2
PL,ES,F,1,3,3
PL,DE,F,1,3,3
PL,DE,F,1,3,3
PL,CZ,F,2,3,3
PL,IT,F,1,3,1
PL,DE,F,2,3,1
PL,TR,F,2,8,2
PL,FI,F,1,3,2
PL,ES,M,1,3,2
PL,IT,M,2,5,2
PL,DE,F,2,3,3
PL,ES,F,1,3,1
PL,FR,F,1,3,2
PL,FR,M,2,3,2
PL,BG,F,2,3,1
PL,DE,F,2,3,3
PL,RO,F,2,3,1
PL,FR,F,2,8,3
PL,FR,F,1,3,2
PL,BE,F,1,3,3
PL,ES,F,1,5,3
PL,FR,M,1,3,2
PL,FR,M,2,3,2
PL,IT,F,1,3,2
PL,FR,M,2,3,2
PL,NL,F,1,5,2
PL,IS,M,1,3,3
PL,DE,F,1,3,1
PL,FR,F,2,8,3
PL,SE,M,2,3,3
PL,NO,M,2,3,3
PL,LT,F,2,3,2
PL,DE,F,1,5,3
PL,FR,F,1,3,3
PL,SE,F,1,5,3
PL,GR,F,1,3,3
PL,DE,F,2,3,3
PL,DK,F,2,3,3
PL,IT,F,1,5,3
PL,AT,F,1,3,3
PL,IE,F,2,3,2
PL,NO,F,2,3,2
PL,FR,F,2,3,1
PL,NO,F,2,3,2
PL,BE,F,2,3,3
PL,BE,F,2,3,3
PL,HR,F,2,3,3
PL,ES,F,2,3,3
PL,AT,F,2,3,2
PL,IT,F,1,3,3
PL,ES,F,1,3,1
PL,PT,F,1,3,2
PL,ES,F,2,3,2
PL,FR,F,1,3,1
PL,ES,F,1,3,1
PL,GB,F,2,3,2
PL,HU,F,1,8,1
PL,HU,F,1,8,1
PL,IT,F,1,3,1
PL,DE,F,2,3,1
PL,IT,M,2,8,1
PL,DE,F,1,3,1
PL,DE,F,1,3,1
PL,IE,F,1,3,2
PL,FR,F,2,3,1
PL,HU,F,2,3,3
PL,IS,M,2,3,3
PL,FR,F,1,3,3
PL,FR,F,2,3,3
PL,IT,F,2,3,3
PL,ES,F,2,3,1
PL,GB,F,1,3,3
PL,ES,F,2,3,1
PL,ES,F,1,3,2
PL,DE,F,2,3,3
PL,FR,F,2,3,2
PL,IE,F,1,3,2
PL,ES,F,1,3,1
PL,HR,F,2,3,3
PL,ES,F,2,4,3
PL,SE,F,1,8,2
PL,ES,F,2,3,2
PL,FR,F,2,3,1
PL,DK,M,2,3,2
PL,PT,F,2,3,3
PL,FR,F,2,3,3
PL,GB,F,1,3,2
PL,FR,M,2,3,3
PL,FR,F,2,8,1
PL,FR,M,2,3,3
PL,FR,F,2,8,1
PL,ES,M,1,3,1
PL,GB,F,2,3,2
PL,DE,F,2,3,3
PL,PT,M,2,4,3
PL,PT,F,2,3,3
PL,FR,F,2,3,2
PL,DE,F,2,3,3
PL,CH,M,1,3,1
PL,ES,M,2,3,2
PL,HR,F,2,3,1
PL,ES,F,1,3,3
PL,AT,F,2,3,3
PL,DE,F,2,3,3
PL,FR,M,1,8,1
PL,NL,F,1,3,3
PL,ES,F,1,3,3
PL,FR,F,1,5,3
PL,IT,F,2,3,3
PL,AT,M,1,3,2
PL,GR,F,1,3,1
PL,DE,F,1,3,1
PL,FR,F,1,3,2
PL,AT,F,2,3,3
PL,FR,M,2,3,2
PL,ES,F,2,3,3
PL,BE,F,2,3,3
PL,BE,M,1,3,1
PL,FR,M,2,3,3
PL,PT,F,2,3,3
PL,DK,F,2,3,3
PL,PT,F,1,3,2
PL,NL,M,1,3,1
PL,AT,F,1,3,2
PL,TR,F,2,4,2
PL,ES,F,1,4,1
PL,SK,F,1,6,1
PL,BG,F,2,5,2
PL,ES,F,1,5,2
PL,ES,F,2,6,1
PL,AT,F,1,4,2
PL,BE,F,2,5,1
PL,AT,F,2,4,2
PL,AT,F,2,5,1
PL,TR,F,2,6,2
PL,IT,F,1,5,1
PL,DE,F,2,6,1
PL,BE,F,2,4,3
PL,FR,F,2,4,3
PL,ES,F,1,5,3
PL,CZ,F,2,4,3
PL,ES,F,2,4,2
PL,CZ,M,1,4,3
PL,FR,F,2,4,3
PL,AT,F,2,5,3
PL,ES,F,2,4,3
PL,ES,F,2,4,3
PL,TR,F,1,4,3
PL,AT,F,2,5,3
PL,TR,F,1,4,3
PL,ES,F,2,8,3
PL,ES,F,2,4,2
PL,ES,F,2,8,3
PL,ES,F,2,4,2
PL,ES,F,2,4,2
PL,ES,F,2,5,2
PL,NO,F,2,6,1
PL,TR,F,2,6,1
PL,TR,F,2,6,1
PL,ES,F,2,6,1
PL,ES,F,1,4,3
PL,ES,M,2,6,3
PL,ES,F,2,6,1
PL,ES,F,2,6,1
PL,TR,M,1,7,2
PL,TR,M,1,7,2
PL,TR,F,1,7,2
PL,ES,F,1,7,1
PL,ES,F,1,7,1
PL,ES,F,1,7,1
PL,ES,F,1,7,1
PL,ES,F,1,7,1
PL,DE,M,1,2,1
PL,AT,F,2,2,1
PL,IT,F,2,2,1
PL,DE,M,2,2,1
PL,AT,M,2,2,1
PL,PT,F,2,2,1
PL,IT,F,1,2,1
PL,IT,M,1,2,1
PL,IT,F,2,2,3
PL,ES,F,1,2,1
PL,DE,M,1,2,1
PL,DE,F,2,2,1
PL,DE,F,2,2,1
PL,DE,M,2,2,1
PL,NL,M,2,2,3
PL,NL,F,2,2,3
PL,BE,F,2,2,3
PL,PT,M,1,8,1
PL,PT,F,1,8,1
PL,PT,F,1,8,1
PL,SK,M,1,8,3
PL,PT,M,1,3,3
PL,PT,F,1,3,3
PL,PT,M,1,3,3
PL,PT,M,1,4,3
PL,PT,F,1,3,3
PL,PT,F,1,3,3
PL,BG,F,1,3,3
PL,BG,F,1,3,3
PL,BG,F,1,3,3
PL,PT,F,1,3,3
PL,HU,F,1,3,1
PL,HU,M,1,3,1
PL,IT,F,2,2,1
PL,IT,F,2,2,1
PL,ES,M,1,3,2
PL,ES,M,1,3,2
PL,IT,F,1,2,1
PL,LT,M,1,2,2
PL,GB,F,1,2,2
PL,GR,F,1,6,1
PL,HU,F,1,2,2
PL,GR,F,1,5,2
PL,GR,F,1,5,2
PL,HU,F,1,2,2
PL,ES,F,1,2,1
PL,GR,F,1,6,2
PL,PT,M,1,5,2
PL,PT,M,1,5,2
PL,ES,F,1,2,2
PL,PT,M,1,5,2
PL,ES,F,1,2,1
PL,ES,F,1,2,1
PL,DE,F,1,2,3
PL,DE,F,1,2,3
PL,ES,F,1,8,3
PL,ES,F,1,8,3
PL,AT,M,1,2,3
PL,AT,M,1,2,3
PL,AT,M,1,2,3
PL,NO,F,1,2,2
PL,NO,F,1,2,2
PL,IE,F,1,2,1
PL,ES,F,1,2,1
PL,PT,F,1,2,1
PL,ES,F,1,2,2
PL,ES,F,1,2,2
PL,IT,F,1,2,1
PL,IT,M,1,2,1
PL,SK,F,1,1,2
PL,SK,F,1,1,2
PL,CZ,F,1,1,3
PL,CZ,F,1,1,3
PL,ES,M,1,3,3
PL,ES,F,1,3,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,F,1,2,3
PL,ES,M,1,3,3
PL,ES,F,1,3,3
PL,PT,M,1,5,1
PL,PT,F,1,5,1
PL,PT,F,1,5,1
PL,PT,F,1,5,1
PL,PT,F,1,5,1
PT,RO,M,1,3,2
PT,RO,M,1,3,2
PT,RO,M,1,3,2
PT,IT,M,1,3,2
PT,IT,F,1,3,2
PT,PL,F,1,7,2
PT,PL,M,1,6,1
PT,PL,M,1,3,1
PT,PL,M,1,3,1
PT,PL,F,1,6,1
PT,ES,F,1,3,3
PT,ES,F,1,3,3
PT,RO,F,1,3,3
PT,PL,M,1,6,3
PT,PL,M,1,3,3
PT,ES,M,1,6,3
PT,CZ,M,1,3,3
PT,RO,M,1,3,3
PT,LT,F,1,7,3
PT,RO,M,1,3,3
PT,TR,M,1,8,3
PT,ES,F,1,8,3
PT,ES,F,1,8,3
PT,PL,M,1,5,3
PT,ES,F,1,8,3
PT,ES,F,1,8,3
PT,GR,M,1,2,1
PT,GR,F,1,2,1
PT,PL,M,1,5,3
PT,PL,M,1,3,1
PT,PL,M,1,4,3
PT,GR,F,1,2,1
PT,PL,M,1,4,3
PT,GR,F,1,2,1
PT,PL,F,1,8,1
PT,BG,F,1,8,3
PT,PL,M,1,2,1
PT,PL,F,1,2,1
PT,PL,M,1,5,3
PT,BE,F,2,4,1
PT,PL,M,1,4,3
PT,PL,F,1,3,3
PT,AT,F,2,3,3
PT,TR,M,1,3,3
PT,AT,M,2,3,3
PT,PL,F,1,4,3
PT,DE,M,1,5,3
PT,AT,F,2,3,3
PT,NL,M,1,3,3
PT,DE,F,1,4,3
PT,ES,M,1,7,3
PT,FI,F,1,4,3
PT,PL,F,1,2,3
PT,SE,M,2,5,3
PT,ES,F,1,5,3
PT,BE,F,1,4,3
PT,IT,F,1,5,3
PT,SE,F,2,5,3
PT,IT,F,2,4,1
PT,BE,M,2,4,1
PT,DE,M,1,5,1
PT,NL,F,1,2,3
PT,DE,F,2,5,1
PT,DE,M,1,4,1
PT,DE,M,1,5,1
PT,DE,F,1,2,1
PT,DE,M,1,5,1
PT,PL,M,1,5,1
PT,IT,M,1,5,1
PT,FI,M,1,5,1
PT,IT,F,1,3,2
PT,EE,F,1,5,1
PT,FI,F,1,3,3
PT,CZ,F,1,5,2
PT,FR,F,1,4,2
PT,ES,F,1,5,1
PT,DE,F,1,3,2
PT,SE,F,1,4,1
PT,LT,F,1,5,1
PT,PL,M,1,5,1
PT,GB,M,1,5,2
PT,NO,M,2,4,1
PT,PL,M,1,5,1
PT,CY,M,2,8,3
PT,LT,M,1,5,1
PT,PL,M,1,5,1
PT,SI,M,1,5,1
PT,ES,M,1,2,1
PT,DE,F,1,3,2
PT,CZ,M,1,5,1
PT,ES,F,1,2,1
PT,NL,F,1,2,3
PT,HU,M,1,8,3
PT,PL,F,1,2,3
PT,PL,F,1,5,1
PT,CZ,M,1,5,1
PT,PL,M,1,5,1
PT,CZ,M,1,2,2
PT,CZ,F,1,2,2
PT,PL,F,1,5,1
PT,DE,F,1,4,1
PT,CZ,F,1,2,1
PT,CZ,F,1,2,2
PT,SE,M,2,4,3
PT,PL,F,1,2,1
PT,PL,M,1,5,1
PT,DK,M,1,5,2
PT,ES,F,1,2,2
PT,DK,F,1,2,2
PT,FR,F,1,2,2
PT,ES,F,1,5,3
PT,CZ,F,1,3,1
PT,IT,M,1,3,3
PT,PL,M,1,5,1
PT,PL,M,1,3,3
PT,IT,M,1,3,1
PT,GB,M,1,5,2
PT,PL,M,1,3,1
PT,FR,M,1,5,1
PT,CZ,M,1,3,2
PT,GB,M,1,2,2
PT,ES,F,1,4,1
PT,PL,F,1,3,1
PT,HR,M,1,5,1
PT,CZ,M,1,5,1
PT,ES,F,1,2,1
PT,ES,F,1,4,3
PT,IT,M,2,2,1
PT,CZ,M,1,2,2
PT,DE,F,1,3,2
PT,LT,M,1,5,1
PT,GB,M,1,5,2
PT,DE,F,1,3,2
PT,CZ,F,1,3,1
PT,DE,F,1,2,1
PT,IT,F,1,2,1
PT,CZ,M,1,3,1
PT,FR,M,1,5,3
PT,TR,M,1,5,2
PT,ES,F,1,7,3
PT,GB,F,1,2,2
PT,ES,F,2,4,3
PT,HR,F,2,3,1
PT,CZ,F,1,5,2
PT,DE,F,1,2,1
PT,GB,F,1,2,2
PT,ES,M,2,4,3
PT,NL,M,1,5,1
PT,GB,M,1,4,2
PT,HR,M,1,5,1
PT,FI,M,1,5,1
PT,DE,M,1,2,1
PT,PL,M,1,3,1
PT,LT,M,1,5,1
PT,LV,M,1,3,3
PT,PL,M,1,3,1
PT,CZ,M,1,3,2
PT,BE,M,2,4,1
PT,PL,F,1,3,1
PT,PL,F,1,2,1
PT,CZ,F,1,3,1
PT,CZ,M,1,5,1
PT,PL,M,1,5,1
PT,EE,M,1,5,1
PT,GB,M,1,2,2
PT,PL,M,1,5,1
PT,CZ,M,1,5,2
PT,PL,M,1,5,1
PT,PL,M,1,5,1
PT,ES,F,1,2,3
PT,ES,F,1,1,2
PT,GB,M,3,2,3
PT,DE,F,1,2,1
PT,CZ,F,1,3,2
PT,GB,F,1,2,2
PT,PL,F,1,3,1
PT,ES,F,1,2,2
PT,HR,F,2,3,1
PT,FI,F,1,4,2
PT,DK,F,1,2,2
PT,DE,F,1,2,1
PT,FI,M,1,3,3
PT,ES,F,1,2,1
PT,PL,M,1,5,1
PT,DK,F,2,4,1
PT,PL,M,1,8,3
PT,DE,M,1,5,1
PT,PL,M,1,5,1
PT,FR,M,1,5,3
PT,PL,M,1,5,1
PT,CZ,M,1,5,1
PT,PL,M,1,5,1
PT,CZ,M,1,2,2
PT,SI,M,1,5,1
PT,PL,M,1,3,1
PT,IT,M,1,5,1
PT,CZ,M,1,2,2
PT,ES,M,1,5,2
PT,CZ,M,1,3,3
PT,PL,M,1,8,3
PT,IT,F,2,5,1
PT,LT,M,1,3,1
PT,ES,M,1,2,2
PT,CZ,M,1,3,1
PT,FR,M,1,4,2
PT,PL,M,1,3,1
PT,TR,M,1,5,2
PT,NL,F,1,3,1
PT,ES,F,1,5,3
PT,ES,F,1,5,1
PT,ES,F,1,2,1
PT,PL,F,1,5,1
PT,FR,F,1,2,2
PT,PL,F,1,5,1
PT,CZ,F,1,3,2
PT,NL,M,1,5,3
PT,ES,M,1,2,1
PT,NL,M,1,3,2
PT,ES,F,1,3,3
PT,PL,F,1,3,1
PT,ES,F,1,3,3
PT,ES,M,1,3,3
PT,ES,M,1,3,1
PT,ES,F,1,3,1
PT,ES,F,1,3,1
PT,CZ,F,1,3,1
PT,CZ,F,1,3,1
PT,CZ,F,1,3,1
PT,EE,M,1,8,2
PT,PL,F,1,3,2
PT,EE,M,1,8,2
PT,EE,M,1,8,2
PT,ES,M,1,8,1
PT,ES,M,1,8,1
PT,ES,M,1,8,1
PT,BE,F,1,3,2
PT,PL,F,1,3,2
PT,RO,M,1,2,3
PT,RO,M,1,2,3
PT,FI,F,1,2,3
PT,ES,F,1,3,3
PT,ES,M,1,6,3
PT,ES,M,1,6,3
PT,ES,M,1,6,3
PT,ES,M,1,3,3
PT,HU,M,1,3,3
PT,ES,M,1,8,3
PT,ES,M,1,8,3
PT,ES,M,1,8,3
PT,GR,F,1,3,1
PT,IT,F,1,3,1
PT,IT,M,2,5,1
PT,RO,F,1,5,1
PT,PL,M,2,4,1
PT,ES,F,1,3,1
PT,CZ,M,2,5,1
PT,ES,M,1,4,2
PT,PL,M,1,3,1
PT,GR,F,1,3,1
PT,ES,F,1,3,1
PT,IT,M,1,3,1
PT,SK,M,2,5,1
PT,IT,M,1,3,1
PT,CZ,M,2,5,1
PT,PL,M,2,5,1
PT,IT,F,1,3,2
PT,ES,F,2,5,2
PT,RO,M,1,5,1
PT,DK,M,2,4,2
PT,DK,M,2,4,2
PT,DE,M,1,3,1
PT,IT,M,2,5,1
PT,CZ,M,2,5,1
PT,CZ,M,2,5,1
PT,DE,F,1,3,1
PT,CZ,M,1,4,1
PT,DE,M,1,3,1
PT,IT,F,1,5,1
PT,CZ,M,2,5,1
PT,IT,M,1,5,1
PT,IT,F,2,5,1
PT,IT,F,2,5,1
PT,PL,M,2,5,1
PT,RO,M,2,5,1
PT,RO,M,2,5,1
PT,PL,M,2,4,1
PT,IT,F,1,3,1
PT,IT,M,3,5,1
PT,PL,M,2,4,1
PT,IT,M,2,5,1
PT,IT,M,2,5,1
PT,NL,M,2,5,2
PT,IT,M,2,5,1
PT,IT,F,1,3,1
PT,BE,M,2,5,2
PT,DK,M,2,5,2
PT,PL,M,2,5,1
PT,SI,M,1,3,1
PT,NL,M,2,5,2
PT,RO,M,2,5,1
PT,PL,M,2,5,1
PT,ES,M,1,3,1
PT,SK,M,2,5,1
PT,ES,M,1,3,1
PT,RO,M,1,5,1
PT,RO,M,1,5,1
PT,SI,F,1,3,1
PT,IT,M,2,5,1
PT,RO,M,2,5,1
PT,RO,M,2,5,1
PT,IT,M,2,5,1
PT,DE,M,2,5,1
PT,PL,M,2,5,1
PT,PL,F,2,4,1
PT,DE,M,2,5,1
PT,CZ,M,1,4,1
PT,HR,M,1,3,1
PT,SI,M,1,5,1
PT,FI,M,1,3,2
PT,ES,M,1,3,3
PT,FR,F,1,2,3
PT,HR,F,1,3,1
PT,DK,F,2,5,2
PT,ES,F,1,1,2
PT,HU,F,1,3,2
PT,DK,F,1,3,2
PT,ES,F,1,1,2
PT,PL,F,1,3,2
PT,IT,F,1,3,2
PT,BE,M,2,5,2
PT,GB,M,1,2,2
PT,ES,F,2,5,1
PT,BE,M,2,5,2
PT,ES,F,1,1,2
PT,TR,F,1,3,2
PT,CZ,F,2,5,2
PT,LT,F,1,3,2
PT,GB,F,1,3,2
PT,ES,M,1,3,2
PT,CZ,F,1,3,2
PT,GB,F,1,3,2
PT,GB,F,1,2,2
PT,HU,M,2,5,2
PT,FR,F,1,3,2
PT,ES,F,1,3,1
PT,DK,M,2,5,2
PT,HU,F,1,3,2
PT,HU,F,2,5,2
PT,GB,F,1,3,2
PT,HU,F,1,3,2
PT,FI,M,1,3,2
PT,PL,M,2,4,1
PT,CH,M,2,5,2
PT,ES,M,1,3,2
PT,IT,M,1,3,2
PT,GB,F,1,3,2
PT,HU,F,2,5,2
PT,PL,F,1,3,2
PT,IT,F,1,2,2
PT,DK,M,2,5,2
PT,HU,M,2,5,2
PT,DK,M,2,5,2
PT,GB,M,1,3,2
PT,HU,M,2,5,2
PT,FI,F,2,4,2
PT,HR,F,1,3,1
PT,FI,M,2,4,2
PT,HU,F,2,5,1
PT,GB,F,1,3,2
PT,PL,M,1,3,2
PT,PL,M,1,3,2
PT,CZ,F,1,3,2
PT,ES,F,2,5,2
PT,FI,F,1,3,1
PT,SE,F,2,5,1
PT,CZ,F,1,3,3
PT,HU,F,1,3,1
PT,RO,M,2,5,1
PT,IT,M,2,5,1
PT,LT,F,1,3,1
PT,NO,M,2,7,1
PT,NO,F,2,7,1
PT,PL,M,1,3,1
PT,GB,M,1,3,1
PT,LT,F,1,3,1
PT,ES,F,1,3,3
PT,CZ,F,1,3,3
PT,CZ,F,2,5,3
PT,CZ,M,2,5,3
PT,SI,M,2,5,3
PT,HU,F,1,3,1
PT,IT,F,1,2,3
PT,ES,M,2,2,3
PT,CH,M,2,5,1
PT,TR,F,2,5,3
PT,PL,M,1,3,3
PT,PL,M,1,5,1
PT,BG,M,1,2,1
PT,RO,F,1,5,1
PT,CZ,F,2,5,1
PT,PL,M,1,2,1
PT,NL,M,1,3,1
PT,RO,M,1,5,1
PT,LT,M,2,5,1
PT,TR,M,2,5,1
PT,PL,M,1,5,1
PT,CZ,M,2,5,1
PT,LT,M,1,3,1
PT,LT,M,2,5,1
PT,CZ,M,2,5,1
PT,PL,M,2,5,1
PT,IT,M,2,5,1
PT,BE,M,2,5,1
PT,DK,M,1,5,1
PT,PL,M,2,5,1
PT,CZ,M,2,5,1
PT,BE,M,2,5,1
PT,GB,F,2,5,1
PT,PL,F,1,2,1
PT,ES,F,1,3,1
PT,NL,F,2,7,1
PT,ES,M,1,3,1
PT,RO,M,2,4,1
PT,PL,M,2,5,1
PT,ES,F,1,3,1
PT,RO,M,2,5,1
PT,SI,M,2,5,3
PT,TR,F,2,5,3
PT,CZ,F,1,3,3
PT,NL,F,1,4,3
PT,PL,M,1,3,3
PT,HU,M,1,3,3
PT,SI,F,1,2,3
PT,SK,F,1,3,3
PT,IT,F,1,3,3
PT,HU,F,1,3,3
PT,SK,M,2,5,3
PT,SK,M,1,3,3
PT,CZ,M,1,3,3
PT,SI,F,1,2,3
PT,ES,F,2,2,3
PT,TR,F,1,3,3
PT,SK,F,2,5,3
PT,ES,M,1,4,3
PT,HU,F,1,3,3
PT,SI,M,2,5,3
PT,TR,F,1,3,3
PT,TR,F,1,3,3
PT,NL,M,2,4,3
PT,SI,F,2,5,1
PT,IT,F,2,5,1
PT,FR,F,2,4,1
PT,IT,F,2,5,1
PT,IT,F,2,5,1
PT,NO,M,2,5,1
PT,FR,M,2,5,3
PT,FR,F,2,5,3
PT,IT,F,2,5,1
PT,SK,F,2,5,3
PT,IT,M,2,4,3
PT,DE,F,2,4,3
PT,DE,M,2,7,1
PT,IT,F,2,5,1
PT,IT,F,2,5,1
PT,IT,F,2,5,3
PT,IT,M,2,5,3
PT,IT,M,2,5,1
PT,DE,F,1,3,3
PT,GB,F,2,5,3
PT,GB,F,2,5,3
PT,DE,M,2,5,1
PT,GB,M,2,5,1
PT,NL,M,2,5,3
PT,GB,F,2,5,1
PT,GB,F,2,5,1
PT,IT,F,1,3,1
PT,DE,F,2,7,1
PT,DE,M,2,5,3
PT,DK,M,2,5,1
PT,DE,F,2,5,1
PT,IT,F,2,5,1
PT,DE,M,2,5,1
PT,BE,M,1,2,1
PT,PL,M,2,5,1
PT,PL,M,2,5,1
PT,ES,F,2,2,3
PT,DE,F,2,5,1
PT,LT,F,1,2,3
PT,CZ,M,1,5,1
PT,RO,F,1,4,1
PT,SI,M,1,1,2
PT,CZ,F,1,3,1
PT,CZ,F,1,3,1
PT,CZ,M,1,3,1
PT,PL,M,1,3,1
PT,CZ,M,1,3,1
PT,CZ,M,1,3,1
PT,HR,M,1,5,1
PT,HR,M,1,5,1
PT,HR,M,1,5,1
PT,CZ,F,1,3,1
PT,CZ,M,1,3,1
PT,GR,F,1,5,1
PT,PL,M,1,4,3
PT,PL,M,1,4,3
PT,HR,F,1,4,1
PT,HR,M,1,4,1
PT,HR,F,1,4,1
PT,HR,M,1,4,1
PT,LT,M,1,5,2
PT,HU,M,1,3,2
PT,PL,M,1,5,1
PT,GR,M,1,5,2
PT,PL,M,1,4,2
PT,PL,M,1,5,1
PT,PL,M,1,5,1
PT,GR,M,1,5,2
PT,GR,F,1,5,1
PT,GR,M,1,5,1
PT,GR,M,1,5,1
PT,GR,M,1,4,1
PT,GR,M,1,5,1
PT,PL,M,1,5,2
PT,HR,M,1,5,2
PT,HR,M,1,4,1
PT,HR,M,1,5,2
PT,HU,M,1,5,2
PT,PL,M,1,5,1
PT,LT,F,1,5,2
PT,LT,F,1,5,2
PT,LT,F,1,5,2
PT,LT,M,1,5,2
PT,LT,M,1,5,2
PT,HU,M,1,5,1
PT,PL,M,1,4,2
PT,PL,F,1,4,2
PT,PL,M,1,6,3
PT,PL,M,1,6,3
PT,PL,M,1,5,3
PT,PL,M,1,6,3
PT,PL,M,1,6,3
PT,RO,F,1,5,1
PT,RO,F,1,5,1
PT,RO,F,1,5,1
PT,LT,M,1,2,3
PT,RO,F,1,5,1
PT,LT,F,1,1,3
PT,LT,F,1,3,3
PT,PL,M,1,3,2
PT,PL,M,1,3,2
PT,PL,F,1,3,2
PT,PL,M,1,3,2
PT,PL,F,1,3,2
PT,FI,M,1,5,1
PT,FI,M,1,2,3
PT,FI,M,1,2,3
PT,FI,M,1,2,3
PT,FI,M,1,3,1
PT,FI,F,1,2,3
PT,FI,M,1,3,1
PT,CZ,M,1,2,2
PT,CZ,M,1,2,1
PT,CZ,F,1,2,1
PT,CZ,M,1,2,1
PT,DE,F,1,2,1
PT,DE,F,1,2,1
